Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Product group,Support Level,Country,Type
Resolved,2553,Low,Phone,Other,1st line support,Bernard Beckley,07-07-2023 22:58,09-07-2023 22:58,07-07-2023 23:00,59:37.7,Within SLA,15:20.6,Within SLA,,Other,Tier 1,Spain,Request
Resolved,2554,High,Email,Bug report,1st line support,Nicola Wane,07-07-2023 15:00,09-07-2023 15:00,07-07-2023 16:00,08:31.7,Within SLA,23:22.0,SLA Violated,,Custom software development,Tier 1,Spain,Incident
Closed,2555,Low,Chat,Feature request,2nd line support,Michele Whyatt,07-07-2023 10:28,08-07-2023 10:28,07-07-2023 10:30,29:39.9,Within SLA,34:15.3,Within SLA,32:37.2,Ready to use Software,Tier 2,France,Change
Resolved,2556,Low,Phone,Bug report,1st line support,Kristos Westoll,07-07-2023 00:06,09-07-2023 00:06,07-07-2023 00:08,06:30.6,Within SLA,47:36.8,Within SLA,,Custom software development,Tier 1,Germany,Incident
Closed,2557,Medium,Email,Product setup,1st line support,Bernard Beckley,08-07-2023 00:15,10-07-2023 00:15,08-07-2023 01:15,57:33.0,Within SLA,50:41.9,Within SLA,51:16.7,Ready to use Software,Tier 1,Italy,Request
Closed,2558,Low,Chat,Purchasing and invoicing,1st line support,Kristos Westoll,08-07-2023 05:06,09-07-2023 05:06,08-07-2023 05:08,07:02.2,Within SLA,56:16.8,Within SLA,04:55.0,Other,Tier 1,Austria,Request
Closed,2559,Medium,Chat,Product setup,2nd line support,Adolpho Messingham,09-07-2023 17:02,10-07-2023 17:02,09-07-2023 17:04,03:41.8,Within SLA,11:36.5,Within SLA,51:05.7,Ready to use Software,Tier 2,France,Request
Resolved,2566,Low,Phone,Feature request,1st line support,Bernard Beckley,09-07-2023 14:19,11-07-2023 14:19,09-07-2023 14:21,20:00.8,Within SLA,27:33.7,Within SLA,,Custom software development,Tier 1,Austria,Change
Resolved,2567,Medium,Email,Pricing and licensing,1st line support,Nicola Wane,09-07-2023 08:37,11-07-2023 08:37,09-07-2023 09:37,08:45.2,Within SLA,27:24.7,Within SLA,,Ready to use Software,Tier 1,Czech Republic,Request
Resolved,2568,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,09-07-2023 22:06,11-07-2023 22:06,09-07-2023 23:06,03:41.3,Within SLA,37:38.8,Within SLA,,Ready to use Software,Tier 1,Germany,Request
Closed,2569,Low,Chat,Product setup,2nd line support,Heather Urry,10-07-2023 06:08,11-07-2023 06:08,10-07-2023 06:10,09:08.9,Within SLA,32:24.0,Within SLA,38:04.2,Custom software development,Tier 2,United Kingdom,Request
Resolved,2570,Low,Email,Feature request,2nd line support,Michele Whyatt,10-07-2023 19:01,12-07-2023 19:01,10-07-2023 20:01,36:11.3,Within SLA,14:48.5,Within SLA,,Ready to use Software,Tier 2,Bulgaria,Change
Closed,2571,Medium,Email,Training request,1st line support,Bernard Beckley,10-07-2023 18:34,12-07-2023 18:34,10-07-2023 19:34,52:17.1,Within SLA,30:06.6,SLA Violated,51:27.0,Training and Consulting Services,Tier 1,Germany,Request
Closed,2572,Low,Email,Product setup,1st line support,Nicola Wane,10-07-2023 05:59,12-07-2023 05:59,10-07-2023 06:59,13:23.9,Within SLA,26:02.7,SLA Violated,08:51.9,Ready to use Software,Tier 1,Bulgaria,Request
Resolved,2573,Low,Chat,Training request,2nd line support,Michele Whyatt,10-07-2023 14:32,11-07-2023 14:32,10-07-2023 14:34,34:17.3,Within SLA,26:52.7,SLA Violated,,Training and Consulting Services,Tier 2,Bulgaria,Request
Closed,2574,Medium,Phone,Other,1st line support,Connor Danielovitch,10-07-2023 04:02,12-07-2023 04:02,10-07-2023 04:04,04:06.9,Within SLA,54:18.7,Within SLA,20:55.2,Ready to use Software,Tier 1,Poland,Request
Closed,2575,Medium,Email,Bug report,1st line support,Connor Danielovitch,10-07-2023 04:15,12-07-2023 04:15,10-07-2023 05:15,32:10.6,Within SLA,11:46.1,Within SLA,40:12.3,Ready to use Software,Tier 1,Republic of Ireland,Incident
In progress,2576,Low,Phone,Product setup,1st line support,Nicola Wane,10-07-2023 17:17,12-07-2023 17:17,10-07-2023 17:19,20:57.3,SLA Violated,,SLA Violated,,Other,Tier 1,Republic of Ireland,Request
Resolved,2577,Medium,Chat,Feature request,1st line support,Sheela Cutten,10-07-2023 07:34,11-07-2023 07:34,10-07-2023 07:36,36:47.1,SLA Violated,02:02.3,Within SLA,,Ready to use Software,Tier 1,France,Change
Resolved,2578,Medium,Chat,Feature request,2nd line support,Michele Whyatt,10-07-2023 21:04,11-07-2023 21:04,10-07-2023 21:06,05:40.6,Within SLA,00:14.3,Within SLA,,Other,Tier 2,United Kingdom,Change
Resolved,2579,Low,Email,Product setup,1st line support,Nicola Wane,10-07-2023 07:54,12-07-2023 07:54,10-07-2023 08:54,16:30.9,Within SLA,19:08.6,Within SLA,,Other,Tier 1,United Kingdom,Request
Resolved,2580,Medium,Email,Feature request,1st line support,Kristos Westoll,10-07-2023 11:07,12-07-2023 11:07,10-07-2023 12:07,44:30.8,Within SLA,27:58.4,SLA Violated,,Ready to use Software,Tier 1,Germany,Change
In progress,2581,High,Chat,Training request,1st line support,Connor Danielovitch,11-07-2023 10:05,12-07-2023 10:05,11-07-2023 10:07,06:23.0,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,Italy,Request
Resolved,2582,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,11-07-2023 05:02,13-07-2023 05:02,11-07-2023 06:02,05:15.2,Within SLA,21:49.5,Within SLA,,Custom software development,Tier 2,Germany,Request
Closed,2583,High,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,11-07-2023 21:40,12-07-2023 21:40,11-07-2023 21:42,40:52.0,Within SLA,40:37.3,Within SLA,31:21.0,Other,Tier 1,Spain,Request
Closed,2584,Medium,Email,Purchasing and invoicing,2nd line support,Heather Urry,11-07-2023 22:04,13-07-2023 22:04,11-07-2023 23:04,02:16.7,Within SLA,56:27.1,Within SLA,10:25.7,Other,Tier 2,France,Request
Closed,2585,Low,Phone,Feature request,1st line support,Sheela Cutten,11-07-2023 00:09,13-07-2023 00:09,11-07-2023 00:11,11:07.1,Within SLA,52:55.5,Within SLA,59:10.8,Ready to use Software,Tier 1,Germany,Change
Resolved,2586,Medium,Chat,Feature request,1st line support,Connor Danielovitch,11-07-2023 01:59,12-07-2023 01:59,11-07-2023 02:01,01:36.8,Within SLA,10:37.5,SLA Violated,,Ready to use Software,Tier 1,Germany,Change
Closed,2587,Low,Email,Bug report,1st line support,Connor Danielovitch,11-07-2023 04:59,13-07-2023 04:59,11-07-2023 05:59,33:15.2,Within SLA,18:21.6,Within SLA,49:01.6,Custom software development,Tier 1,Poland,Incident
In progress,2588,Medium,Email,Product setup,1st line support,Sheela Cutten,11-07-2023 01:35,13-07-2023 01:35,11-07-2023 02:35,27:02.1,Within SLA,,SLA Violated,,Custom software development,Tier 1,Slovenia,Request
Resolved,2589,Low,Chat,Feature request,1st line support,Bernard Beckley,11-07-2023 03:05,12-07-2023 03:05,11-07-2023 03:07,06:29.8,Within SLA,47:02.1,Within SLA,,Ready to use Software,Tier 1,Germany,Change
Closed,2590,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,12-07-2023 16:05,14-07-2023 16:05,12-07-2023 17:05,59:40.2,Within SLA,37:53.2,SLA Violated,59:39.4,Custom software development,Tier 1,France,Request
In progress,2591,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,12-07-2023 07:32,14-07-2023 07:32,12-07-2023 08:32,51:02.0,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Germany,Request
Closed,2592,Low,Chat,Product setup,1st line support,Bernard Beckley,12-07-2023 16:04,13-07-2023 16:04,12-07-2023 16:06,07:27.4,SLA Violated,09:45.3,Within SLA,06:54.4,Ready to use Software,Tier 1,United Kingdom,Request
Closed,2593,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,12-07-2023 04:04,13-07-2023 04:04,12-07-2023 04:06,06:16.6,Within SLA,15:21.8,Within SLA,56:29.8,Ready to use Software,Tier 2,Italy,Request
In progress,2594,Medium,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,12-07-2023 17:46,14-07-2023 17:46,12-07-2023 18:46,23:47.4,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,United Kingdom,Request
Closed,2595,Low,Chat,Pricing and licensing,1st line support,Bernard Beckley,12-07-2023 20:49,13-07-2023 20:49,12-07-2023 20:51,50:52.3,Within SLA,18:20.6,Within SLA,39:13.2,Ready to use Software,Tier 1,Poland,Request
Closed,2596,Medium,Phone,Pricing and licensing,1st line support,Nicola Wane,12-07-2023 21:28,14-07-2023 21:28,12-07-2023 21:30,29:28.9,Within SLA,17:14.8,SLA Violated,28:29.5,Ready to use Software,Tier 1,Italy,Request
Closed,2597,Medium,Chat,Feature request,1st line support,Sheela Cutten,12-07-2023 15:40,13-07-2023 15:40,12-07-2023 15:42,42:14.8,Within SLA,03:48.7,Within SLA,11:54.4,Ready to use Software,Tier 1,Slovenia,Change
Resolved,2598,Low,Chat,Feature request,1st line support,Sheela Cutten,12-07-2023 17:30,13-07-2023 17:30,12-07-2023 17:32,34:43.2,SLA Violated,31:55.0,Within SLA,,Ready to use Software,Tier 1,United Kingdom,Change
In progress,2599,High,Phone,Product setup,1st line support,Connor Danielovitch,13-07-2023 17:14,15-07-2023 17:14,13-07-2023 17:16,15:06.6,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,Germany,Request
Resolved,2600,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,13-07-2023 07:02,15-07-2023 07:02,13-07-2023 07:04,04:07.0,Within SLA,58:44.6,Within SLA,,Custom software development,Tier 2,Poland,Request
Closed,2601,Medium,Chat,Bug report,1st line support,Bernard Beckley,13-07-2023 07:09,14-07-2023 07:09,13-07-2023 07:11,09:19.6,Within SLA,38:04.3,Within SLA,56:34.7,Training and Consulting Services,Tier 1,United Kingdom,Incident
Closed,2602,Medium,Chat,Pricing and licensing,1st line support,Connor Danielovitch,13-07-2023 05:54,14-07-2023 05:54,13-07-2023 05:56,56:39.0,Within SLA,20:26.5,SLA Violated,02:10.0,Ready to use Software,Tier 1,Bulgaria,Request
Resolved,2603,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,13-07-2023 10:58,15-07-2023 10:58,13-07-2023 11:58,22:46.6,Within SLA,21:05.2,Within SLA,,Ready to use Software,Tier 1,Poland,Request
In progress,2604,High,Email,Other,2nd line support,Adolpho Messingham,14-07-2023 16:19,16-07-2023 16:19,14-07-2023 17:19,33:48.6,Within SLA,,SLA Violated,,Ready to use Software,Tier 2,Poland,Request
Closed,2605,Low,Chat,Feature request,2nd line support,Michele Whyatt,14-07-2023 19:58,15-07-2023 19:58,14-07-2023 20:00,58:50.2,Within SLA,07:10.0,Within SLA,17:41.8,Other,Tier 2,Poland,Change
Closed,2606,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,14-07-2023 17:35,15-07-2023 17:35,14-07-2023 17:37,36:13.0,Within SLA,01:49.4,Within SLA,37:06.9,Custom software development,Tier 1,United Kingdom,Request
Closed,2607,Low,Chat,Feature request,1st line support,Kristos Westoll,14-07-2023 17:14,15-07-2023 17:14,14-07-2023 17:16,16:57.3,SLA Violated,26:56.5,Within SLA,07:51.3,Ready to use Software,Tier 1,United Kingdom,Change
Resolved,2608,Low,Email,Product setup,1st line support,Nicola Wane,14-07-2023 13:34,16-07-2023 13:34,14-07-2023 14:34,11:27.6,Within SLA,29:55.7,SLA Violated,,Custom software development,Tier 1,Slovenia,Request
In progress,2610,Medium,Email,Product setup,1st line support,Connor Danielovitch,14-07-2023 22:52,16-07-2023 22:52,14-07-2023 23:52,10:29.7,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,United Kingdom,Request
Resolved,2611,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,14-07-2023 11:31,16-07-2023 11:31,14-07-2023 12:31,46:25.5,SLA Violated,58:55.7,Within SLA,,Ready to use Software,Tier 1,Greece,Request
Closed,2612,Low,Chat,Feature request,1st line support,Nicola Wane,14-07-2023 03:21,15-07-2023 03:21,14-07-2023 03:23,22:59.8,Within SLA,04:33.7,SLA Violated,00:08.5,Ready to use Software,Tier 1,France,Change
Closed,2613,Medium,Email,Purchasing and invoicing,1st line support,Bernard Beckley,14-07-2023 08:22,16-07-2023 08:22,14-07-2023 09:22,45:18.4,Within SLA,32:51.9,Within SLA,37:43.5,Other,Tier 1,United Kingdom,Request
Resolved,2619,Low,Email,Product setup,1st line support,Kristos Westoll,15-07-2023 12:50,17-07-2023 12:50,15-07-2023 13:50,16:26.2,Within SLA,58:23.4,SLA Violated,,Other,Tier 1,Italy,Request
In progress,2620,Low,Email,Pricing and licensing,1st line support,Nicola Wane,15-07-2023 14:25,17-07-2023 14:25,15-07-2023 15:25,58:46.8,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Poland,Request
Closed,2621,Low,Chat,Product setup,2nd line support,Heather Urry,15-07-2023 23:31,16-07-2023 23:31,15-07-2023 23:33,32:28.9,Within SLA,19:54.4,Within SLA,05:18.8,Training and Consulting Services,Tier 2,Germany,Request
Closed,2622,Medium,Email,Bug report,1st line support,Kristos Westoll,16-07-2023 21:55,18-07-2023 21:55,16-07-2023 22:55,04:17.4,Within SLA,43:44.5,Within SLA,45:01.8,Ready to use Software,Tier 1,Italy,Incident
Closed,2632,Medium,Chat,Other,1st line support,Connor Danielovitch,16-07-2023 17:54,17-07-2023 17:54,16-07-2023 17:56,55:43.3,Within SLA,55:55.1,SLA Violated,55:41.0,Custom software development,Tier 1,Italy,Request
Closed,2633,Low,Email,Purchasing and invoicing,1st line support,Connor Danielovitch,17-07-2023 12:33,19-07-2023 12:33,17-07-2023 13:33,08:24.2,Within SLA,04:48.3,Within SLA,49:03.7,Other,Tier 1,Slovenia,Request
In progress,2634,Medium,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,17-07-2023 13:46,18-07-2023 13:46,17-07-2023 13:48,48:06.8,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Poland,Request
In progress,2635,High,Email,Product setup,1st line support,Sheela Cutten,17-07-2023 09:30,19-07-2023 09:30,17-07-2023 10:30,31:47.6,Within SLA,,SLA Violated,,Other,Tier 1,Greece,Request
Closed,2636,Medium,Email,Product setup,2nd line support,Adolpho Messingham,17-07-2023 21:54,19-07-2023 21:54,17-07-2023 22:54,08:27.3,Within SLA,45:21.1,Within SLA,16:59.9,Ready to use Software,Tier 2,Italy,Request
Closed,2637,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,17-07-2023 04:29,19-07-2023 04:29,17-07-2023 05:29,52:32.6,Within SLA,15:09.1,Within SLA,05:39.3,Training and Consulting Services,Tier 2,Germany,Request
Closed,2638,Low,Email,Product setup,1st line support,Kristos Westoll,17-07-2023 16:26,19-07-2023 16:26,17-07-2023 17:26,14:39.2,Within SLA,26:17.4,SLA Violated,01:36.7,Training and Consulting Services,Tier 1,United Kingdom,Request
In progress,2639,Medium,Email,Product setup,1st line support,Kristos Westoll,17-07-2023 15:47,19-07-2023 15:47,17-07-2023 16:47,37:33.3,Within SLA,,SLA Violated,,Training and Consulting Services,Tier 1,United Kingdom,Request
In progress,2640,Medium,Email,Other,1st line support,Kristos Westoll,17-07-2023 14:31,19-07-2023 14:31,17-07-2023 15:31,12:37.4,Within SLA,,SLA Violated,,Ready to use Software,Tier 1,Republic of Ireland,Request
Resolved,2641,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,17-07-2023 15:53,19-07-2023 15:53,17-07-2023 16:53,35:59.0,Within SLA,31:33.1,Within SLA,,Ready to use Software,Tier 1,Italy,Request
Closed,2642,Medium,Chat,Other,1st line support,Connor Danielovitch,18-07-2023 02:49,19-07-2023 02:49,18-07-2023 02:51,50:23.5,Within SLA,49:49.9,Within SLA,57:18.6,Ready to use Software,Tier 1,Germany,Request
Resolved,2643,Low,Email,Feature request,1st line support,Nicola Wane,18-07-2023 14:57,20-07-2023 14:57,18-07-2023 15:57,30:41.3,Within SLA,00:03.5,Within SLA,,Ready to use Software,Tier 1,Slovenia,Change
Closed,2644,Medium,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,18-07-2023 16:29,19-07-2023 16:29,18-07-2023 16:31,30:23.5,Within SLA,15:58.9,Within SLA,59:09.6,Custom software development,Tier 2,Germany,Request
Closed,2645,Low,Email,Other,1st line support,Bernard Beckley,18-07-2023 13:46,20-07-2023 13:46,18-07-2023 14:46,53:41.4,Within SLA,31:10.8,Within SLA,34:12.7,Other,Tier 1,United Kingdom,Request
Resolved,2646,Low,Email,Product setup,1st line support,Connor Danielovitch,18-07-2023 07:16,20-07-2023 07:16,18-07-2023 08:16,51:02.1,Within SLA,09:06.4,Within SLA,,Custom software development,Tier 1,Germany,Request
Closed,2647,Low,Email,Product setup,1st line support,Kristos Westoll,18-07-2023 17:01,20-07-2023 17:01,18-07-2023 18:01,07:21.6,Within SLA,34:56.7,SLA Violated,14:44.1,Ready to use Software,Tier 1,Austria,Request
In progress,2648,High,Email,Purchasing and invoicing,1st line support,Kristos Westoll,18-07-2023 04:21,20-07-2023 04:21,18-07-2023 05:21,46:42.0,Within SLA,,SLA Violated,,Other,Tier 1,Italy,Request
In progress,2649,Low,Email,Other,2nd line support,Adolpho Messingham,18-07-2023 05:16,20-07-2023 05:16,18-07-2023 06:16,29:30.6,Within SLA,,SLA Violated,,Custom software development,Tier 2,Italy,Request
Closed,2650,Low,Email,Pricing and licensing,1st line support,Nicola Wane,18-07-2023 07:18,20-07-2023 07:18,18-07-2023 08:18,47:46.1,Within SLA,04:06.3,Within SLA,09:41.8,Ready to use Software,Tier 1,Republic of Ireland,Request
In progress,2651,Low,Chat,Product setup,1st line support,Connor Danielovitch,19-07-2023 20:24,20-07-2023 20:24,19-07-2023 20:26,26:38.9,Within SLA,,SLA Violated,,Custom software development,Tier 1,Spain,Request
Closed,2652,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,19-07-2023 03:50,20-07-2023 03:50,19-07-2023 03:52,52:34.7,Within SLA,59:26.0,SLA Violated,39:31.4,Other,Tier 1,Germany,Request
Closed,2653,High,Chat,Pricing and licensing,1st line support,Bernard Beckley,19-07-2023 00:38,20-07-2023 00:38,19-07-2023 00:40,42:42.5,SLA Violated,49:06.2,SLA Violated,26:57.3,Other,Tier 1,Austria,Request
Closed,2654,Medium,Chat,Feature request,2nd line support,Adolpho Messingham,19-07-2023 04:58,20-07-2023 04:58,19-07-2023 05:00,01:04.8,SLA Violated,48:52.3,Within SLA,53:23.9,Custom software development,Tier 2,Italy,Change
Resolved,2655,High,Email,Product setup,1st line support,Kristos Westoll,19-07-2023 16:27,21-07-2023 16:27,19-07-2023 17:27,44:24.1,Within SLA,35:34.1,Within SLA,,Ready to use Software,Tier 1,Czech Republic,Request
Closed,2656,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,19-07-2023 01:55,21-07-2023 01:55,19-07-2023 02:55,54:33.7,Within SLA,30:47.7,Within SLA,08:19.0,Ready to use Software,Tier 1,Italy,Request
Closed,2657,High,Chat,Product setup,1st line support,Bernard Beckley,19-07-2023 11:40,20-07-2023 11:40,19-07-2023 11:42,41:04.6,Within SLA,43:27.8,SLA Violated,06:29.5,Ready to use Software,Tier 1,Italy,Request
Resolved,2658,Medium,Chat,Product setup,1st line support,Bernard Beckley,19-07-2023 07:01,20-07-2023 07:01,19-07-2023 07:03,02:10.8,Within SLA,02:59.2,Within SLA,,Ready to use Software,Tier 1,Spain,Request
Closed,2659,Medium,Chat,Feature request,2nd line support,Heather Urry,19-07-2023 21:29,20-07-2023 21:29,19-07-2023 21:31,30:48.3,Within SLA,07:03.0,Within SLA,52:20.9,Ready to use Software,Tier 2,France,Change
Resolved,2660,Low,Chat,Product setup,2nd line support,Michele Whyatt,19-07-2023 20:35,20-07-2023 20:35,19-07-2023 20:37,37:08.4,Within SLA,19:48.0,Within SLA,,Ready to use Software,Tier 2,Spain,Request
Closed,2661,Low,Email,Product setup,2nd line support,Michele Whyatt,19-07-2023 10:17,21-07-2023 10:17,19-07-2023 11:17,24:46.9,Within SLA,43:40.4,Within SLA,36:15.1,Ready to use Software,Tier 2,Poland,Request
Resolved,2662,Low,Chat,Pricing and licensing,2nd line support,Adolpho Messingham,20-07-2023 05:38,21-07-2023 05:38,20-07-2023 05:40,39:06.8,Within SLA,17:45.8,Within SLA,,Ready to use Software,Tier 2,Poland,Request
Closed,2663,Low,Email,Training request,1st line support,Bernard Beckley,20-07-2023 09:57,22-07-2023 09:57,20-07-2023 10:57,01:29.7,Within SLA,53:58.1,SLA Violated,09:07.0,Training and Consulting Services,Tier 1,France,Request
